timestamp,batch_idx,step_count,chamfer_distance_batch,chamfer_distance_running_avg,f1_tau_batch,f1_tau_running_avg,f1_2tau_batch,f1_2tau_running_avg
"2026-02-02 02:06:52,527",5335,5335,0.000449,0.000499,0.65833,0.642684,0.79659,0.780797
"2026-02-02 02:06:59,331",5340,5340,0.000449,0.000499,0.658208,0.64242,0.796464,0.780503
"2026-02-02 02:07:06,002",5345,5345,0.000449,0.000499,0.658122,0.642307,0.796382,0.780392
"2026-02-02 02:07:12,567",5350,5350,0.000449,0.000498,0.658135,0.642538,0.796395,0.780616
"2026-02-02 02:07:19,331",5355,5355,0.000449,0.000497,0.658124,0.642674,0.796383,0.780737
"2026-02-02 02:07:26,233",5360,5360,0.000449,0.000498,0.657993,0.642418,0.796268,0.780525
"2026-02-02 02:07:33,024",5365,5365,0.000449,0.000498,0.657898,0.642293,0.796187,0.780429
"2026-02-02 02:07:40,219",5370,5370,0.000449,0.000498,0.657863,0.642349,0.796142,0.780449
"2026-02-02 02:07:47,388",5375,5375,0.000449,0.000498,0.657798,0.64232,0.796092,0.780452
"2026-02-02 02:07:54,333",5380,5380,0.00045,0.000499,0.657691,0.642173,0.795987,0.780302
"2026-02-02 02:08:01,513",5385,5385,0.00045,0.000499,0.657615,0.64212,0.795917,0.780254
"2026-02-02 02:08:08,655",5390,5390,0.00045,0.000499,0.65756,0.642123,0.795861,0.780247
"2026-02-02 02:08:15,571",5395,5395,0.00045,0.000499,0.65749,0.64209,0.795788,0.780197
"2026-02-02 02:08:22,585",5400,5400,0.00045,0.000499,0.657378,0.641954,0.7957,0.780112
"2026-02-02 02:08:29,640",5405,5405,0.000451,0.000499,0.657338,0.641998,0.795657,0.780139
"2026-02-02 02:08:36,903",5410,5410,0.000451,0.000499,0.657276,0.641987,0.795603,0.780138
"2026-02-02 02:08:44,159",5415,5415,0.00045,0.000498,0.657272,0.642107,0.795609,0.780272
"2026-02-02 02:08:51,158",5420,5420,0.000451,0.000498,0.657232,0.642143,0.795565,0.780291
"2026-02-02 02:08:57,812",5425,5425,0.00045,0.000498,0.657288,0.642381,0.795612,0.780502
"2026-02-02 02:09:04,586",5430,5430,0.00045,0.000497,0.657319,0.642555,0.795642,0.780665
"2026-02-02 02:09:11,329",5435,5435,0.00045,0.000497,0.657278,0.642573,0.79559,0.780656
"2026-02-02 02:09:18,444",5440,5440,0.00045,0.000497,0.657205,0.642528,0.795517,0.780605
"2026-02-02 02:09:25,440",5445,5445,0.000451,0.000497,0.657132,0.642485,0.795464,0.780594
"2026-02-02 02:09:32,155",5450,5450,0.000451,0.000497,0.657097,0.642515,0.795426,0.780613
"2026-02-02 02:09:39,430",5455,5455,0.000451,0.000497,0.657055,0.642531,0.795409,0.78067
"2026-02-02 02:09:46,407",5460,5460,0.000451,0.000497,0.656951,0.642434,0.795315,0.780585
"2026-02-02 02:09:53,220",5465,5465,0.000451,0.000497,0.656833,0.642315,0.795203,0.780469
"2026-02-02 02:10:00,199",5470,5470,0.000451,0.000498,0.656717,0.642204,0.795089,0.780355
