batch_idx,batch_cd,running_avg_cd,batch_f1_tau,running_avg_f1_tau,batch_f1_2tau,running_avg_f1_2tau
004170,0.000491,0.000434,0.650755,0.543021,0.783973,0.657721
004175,0.000490,0.000434,0.650803,0.543013,0.784004,0.657712
004180,0.000491,0.000434,0.650802,0.542988,0.783975,0.657682
004185,0.000491,0.000434,0.650772,0.542954,0.783921,0.657645
004190,0.000491,0.000434,0.650796,0.542938,0.783959,0.657638
004195,0.000491,0.000434,0.650849,0.542932,0.784005,0.657635
004200,0.000490,0.000434,0.650891,0.542922,0.784043,0.657629
004205,0.000491,0.000434,0.650830,0.542879,0.783988,0.657592
004210,0.000490,0.000434,0.650955,0.542897,0.784099,0.657610
004215,0.000490,0.000434,0.650948,0.542872,0.784121,0.657599
004220,0.000490,0.000434,0.651006,0.542868,0.784170,0.657597
004225,0.000490,0.000434,0.650992,0.542841,0.784146,0.657571
004230,0.000490,0.000434,0.651009,0.542825,0.784166,0.657559
004235,0.000490,0.000434,0.651201,0.542865,0.784289,0.657581
004240,0.000489,0.000434,0.651311,0.542878,0.784387,0.657595
004245,0.000489,0.000434,0.651388,0.542881,0.784451,0.657598
004250,0.000489,0.000434,0.651497,0.542894,0.784532,0.657607
004255,0.000489,0.000434,0.651527,0.542882,0.784558,0.657597
004260,0.000488,0.000434,0.651702,0.542916,0.784701,0.657625
004265,0.000489,0.000434,0.651709,0.542896,0.784686,0.657603
004270,0.000488,0.000434,0.651767,0.542893,0.784738,0.657602
004275,0.000488,0.000434,0.651802,0.542883,0.784747,0.657588
004280,0.000488,0.000434,0.651928,0.542901,0.784866,0.657609
004285,0.000488,0.000434,0.651944,0.542885,0.784861,0.657590
004290,0.000488,0.000434,0.652003,0.542883,0.784912,0.657589
004295,0.000488,0.000468,0.651978,0.591064,0.784891,0.718493
004300,0.000488,0.000457,0.652035,0.594863,0.784982,0.722149
004305,0.000488,0.000456,0.652080,0.595322,0.785062,0.722585
004310,0.000487,0.000456,0.652067,0.594427,0.785107,0.722117
004315,0.000487,0.000455,0.652119,0.594881,0.785197,0.722525
004320,0.000487,0.000454,0.652170,0.595157,0.785291,0.722833
004325,0.000486,0.000453,0.652243,0.595582,0.785396,0.723164
004330,0.000486,0.000453,0.652347,0.596165,0.785522,0.723588
004335,0.000486,0.000453,0.652344,0.595776,0.785560,0.723227
004340,0.000486,0.000453,0.652432,0.596112,0.785666,0.723428
004345,0.000485,0.000453,0.652521,0.596382,0.785778,0.723620
004350,0.000485,0.000452,0.652594,0.596518,0.785882,0.723741
004355,0.000485,0.000452,0.652644,0.596515,0.785968,0.723746
004360,0.000484,0.000452,0.652675,0.596410,0.786052,0.723739
004365,0.000484,0.000452,0.652672,0.596167,0.786091,0.723524
004370,0.000484,0.000452,0.652707,0.596119,0.786165,0.723492
004375,0.000484,0.000453,0.652734,0.596048,0.786234,0.723446
004380,0.000483,0.000453,0.652768,0.596009,0.786293,0.723363
004385,0.000483,0.000453,0.652873,0.596231,0.786410,0.723504
004390,0.000483,0.000453,0.652951,0.596342,0.786523,0.723617
004395,0.000482,0.000453,0.653017,0.596401,0.786623,0.723676
004400,0.000482,0.000454,0.653005,0.596210,0.786652,0.723507
004405,0.000482,0.000453,0.653079,0.596294,0.786750,0.723563
004410,0.000482,0.000453,0.653120,0.596277,0.786839,0.723587
004415,0.000482,0.000453,0.653161,0.596261,0.786911,0.723561
004420,0.000481,0.000453,0.653172,0.596167,0.786959,0.723476
004425,0.000481,0.000453,0.653226,0.596190,0.787048,0.723501
004430,0.000481,0.000453,0.653261,0.596165,0.787122,0.723490
004435,0.000480,0.000453,0.653283,0.596113,0.787184,0.723451
004440,0.000480,0.000454,0.653289,0.596024,0.787221,0.723355
004445,0.000480,0.000453,0.653335,0.596032,0.787312,0.723387
004450,0.000480,0.000453,0.653427,0.596140,0.787420,0.723456
004455,0.000479,0.000453,0.653503,0.596207,0.787520,0.723503
004460,0.000479,0.000454,0.653510,0.596131,0.787569,0.723444
004465,0.000479,0.000454,0.653572,0.596167,0.787661,0.723475
004470,0.000479,0.000453,0.653692,0.596315,0.787798,0.723589
004475,0.000478,0.000453,0.653766,0.596367,0.787895,0.723624
004480,0.000478,0.000453,0.653796,0.596337,0.787959,0.723596
004485,0.000478,0.000453,0.653876,0.596398,0.788068,0.723651
004490,0.000478,0.000453,0.653930,0.596411,0.788147,0.723651
004495,0.000477,0.000453,0.654041,0.596520,0.788278,0.723740
004500,0.000477,0.000453,0.654090,0.596522,0.788356,0.723738
004505,0.000477,0.000453,0.654155,0.596549,0.788456,0.723771
004510,0.000476,0.000453,0.654216,0.596569,0.788557,0.723805
004515,0.000476,0.000453,0.654306,0.596633,0.788670,0.723855
004520,0.000476,0.000453,0.654384,0.596678,0.788756,0.723864
004525,0.000476,0.000453,0.654448,0.596699,0.788858,0.723896
004530,0.000475,0.000453,0.654519,0.596730,0.788955,0.723919
004535,0.000475,0.000453,0.654488,0.596612,0.788965,0.723816
004540,0.000475,0.000453,0.654542,0.596620,0.789050,0.723825
004545,0.000475,0.000453,0.654555,0.596571,0.789113,0.723801
004550,0.000474,0.000453,0.654604,0.596572,0.789188,0.723796
004555,0.000474,0.000453,0.654594,0.596495,0.789213,0.723725
004560,0.000474,0.000453,0.654635,0.596488,0.789280,0.723711
004565,0.000474,0.000453,0.654625,0.596415,0.789315,0.723656
004570,0.000473,0.000453,0.654672,0.596417,0.789376,0.723637
004575,0.000473,0.000453,0.654812,0.596536,0.789518,0.723719
004580,0.000473,0.000453,0.654948,0.596645,0.789658,0.723797
004585,0.000472,0.000453,0.655003,0.596652,0.789748,0.723812
004590,0.000472,0.000453,0.655021,0.596617,0.789803,0.723785
004595,0.000472,0.000453,0.655137,0.596697,0.789919,0.723830
004600,0.000472,0.000453,0.655163,0.596671,0.789952,0.723779
004605,0.000472,0.000453,0.655221,0.596683,0.790042,0.723794
004610,0.000471,0.000453,0.655319,0.596738,0.790158,0.723837
004615,0.000471,0.000453,0.655395,0.596768,0.790253,0.723857
004620,0.000471,0.000453,0.655474,0.596801,0.790343,0.723871
004625,0.000471,0.000453,0.655472,0.596746,0.790357,0.723803
004630,0.000471,0.000453,0.655499,0.596723,0.790416,0.723785
004635,0.000471,0.000454,0.655470,0.596643,0.790431,0.723722
004640,0.000470,0.000454,0.655531,0.596657,0.790518,0.723734
004645,0.000470,0.000454,0.655603,0.596682,0.790610,0.723751
004650,0.000470,0.000453,0.655637,0.596669,0.790680,0.723747
004655,0.000470,0.000454,0.655651,0.596637,0.790738,0.723730
004660,0.000469,0.000453,0.655690,0.596630,0.790817,0.723735
004665,0.000469,0.000453,0.655766,0.596658,0.790924,0.723766
004670,0.000469,0.000453,0.655806,0.596652,0.791001,0.723768
004675,0.000468,0.000453,0.655822,0.596623,0.791060,0.723754
004680,0.000468,0.000453,0.655879,0.596633,0.791143,0.723762
004685,0.000468,0.000453,0.655893,0.596604,0.791190,0.723738
004690,0.000468,0.000454,0.655836,0.596511,0.791172,0.723654
004695,0.000468,0.000454,0.655853,0.596486,0.791226,0.723638
004700,0.000468,0.000454,0.655867,0.596460,0.791270,0.723614
004705,0.000467,0.000454,0.655915,0.596464,0.791358,0.723628
004710,0.000467,0.000454,0.655956,0.596462,0.791418,0.723618
004715,0.000467,0.000454,0.655992,0.596456,0.791485,0.723614
004720,0.000467,0.000454,0.655992,0.596420,0.791527,0.723590
004725,0.000466,0.000454,0.656029,0.596415,0.791596,0.723588
004730,0.000466,0.000454,0.656087,0.596428,0.791685,0.723604
004735,0.000466,0.000454,0.656085,0.596391,0.791728,0.723581
004740,0.000466,0.000454,0.656141,0.596403,0.791808,0.723590
004745,0.000466,0.000454,0.656150,0.596376,0.791863,0.723577
004750,0.000465,0.000454,0.656275,0.596443,0.791991,0.723624
004755,0.000465,0.000454,0.656258,0.596396,0.792016,0.723589
004760,0.000465,0.000454,0.656193,0.596313,0.792017,0.723535
004765,0.000465,0.000454,0.656280,0.596349,0.792121,0.723562
004770,0.000465,0.000454,0.656217,0.596269,0.792095,0.723489
004775,0.000464,0.000454,0.656167,0.596201,0.792084,0.723429
004780,0.000464,0.000454,0.656241,0.596227,0.792175,0.723447
004785,0.000464,0.000454,0.656322,0.596258,0.792271,0.723469
004790,0.000464,0.000454,0.656325,0.596232,0.792305,0.723444
004795,0.000464,0.000454,0.656390,0.596251,0.792389,0.723457
004800,0.000463,0.000454,0.656456,0.596270,0.792484,0.723477
004805,0.000463,0.000454,0.656410,0.596209,0.792471,0.723420
004810,0.000463,0.000454,0.656443,0.596205,0.792513,0.723402
004815,0.000463,0.000454,0.656489,0.596210,0.792574,0.723399
004820,0.000463,0.000454,0.656490,0.596184,0.792613,0.723381
004825,0.000463,0.000454,0.656587,0.596225,0.792713,0.723405
004830,0.000462,0.000454,0.656683,0.596265,0.792827,0.723439
004835,0.000462,0.000454,0.656699,0.596249,0.792873,0.723425
004840,0.000462,0.000454,0.656741,0.596252,0.792945,0.723430
004845,0.000462,0.000454,0.656799,0.596265,0.793024,0.723439
004850,0.000461,0.000454,0.656896,0.596304,0.793126,0.723464
004855,0.000461,0.000454,0.656909,0.596287,0.793171,0.723451
004860,0.000461,0.000454,0.656940,0.596282,0.793236,0.723450
004865,0.000461,0.000454,0.657027,0.596314,0.793336,0.723473
004870,0.000460,0.000454,0.657085,0.596326,0.793421,0.723486
004875,0.000460,0.000454,0.657101,0.596312,0.793479,0.723482
004880,0.000460,0.000454,0.657145,0.596315,0.793549,0.723485
004885,0.000460,0.000454,0.657217,0.596336,0.793632,0.723496
004890,0.000459,0.000454,0.657281,0.596352,0.793723,0.723513
004895,0.000459,0.000454,0.657327,0.596357,0.793806,0.723524
004900,0.000459,0.000454,0.657344,0.596343,0.793845,0.723509
004905,0.000459,0.000454,0.657328,0.596310,0.793868,0.723483
004910,0.000458,0.000454,0.657376,0.596316,0.793934,0.723484
004915,0.000458,0.000454,0.657428,0.596324,0.794018,0.723496
004920,0.000458,0.000454,0.657443,0.596310,0.794068,0.723488
004925,0.000458,0.000454,0.657523,0.596335,0.794162,0.723506
004930,0.000457,0.000454,0.657606,0.596362,0.794264,0.723528
004935,0.000457,0.000454,0.657666,0.596375,0.794344,0.723538
004940,0.000457,0.000454,0.657780,0.596419,0.794465,0.723571
004945,0.000457,0.000454,0.657826,0.596423,0.794526,0.723569
004950,0.000456,0.000454,0.657804,0.596388,0.794547,0.723545
004955,0.000456,0.000454,0.657854,0.596395,0.794622,0.723551
004960,0.000456,0.000454,0.657932,0.596418,0.794711,0.723565
004965,0.000456,0.000454,0.657948,0.596405,0.794754,0.723554
004970,0.000456,0.000454,0.657988,0.596406,0.794819,0.723555
004975,0.000455,0.000454,0.657973,0.596376,0.794832,0.723527
004980,0.000455,0.000454,0.658051,0.596398,0.794929,0.723546
004985,0.000455,0.000454,0.658050,0.596377,0.794970,0.723534
004990,0.000455,0.000454,0.658081,0.596373,0.795029,0.723532
004995,0.000455,0.000454,0.658128,0.596379,0.795104,0.723539
005000,0.000454,0.000454,0.658116,0.596352,0.795130,0.723519
005005,0.000454,0.000454,0.658180,0.596366,0.795222,0.723535
005010,0.000454,0.000454,0.658197,0.596356,0.795277,0.723531
005015,0.000454,0.000454,0.658275,0.596377,0.795368,0.723546
005020,0.000453,0.000454,0.658354,0.596400,0.795449,0.723557
005025,0.000453,0.000453,0.658413,0.596411,0.795527,0.723565
005030,0.000453,0.000454,0.658360,0.596364,0.795516,0.723527
005035,0.000453,0.000454,0.658391,0.596360,0.795575,0.723525
005040,0.000453,0.000454,0.658396,0.596344,0.795597,0.723505
005045,0.000453,0.000454,0.658396,0.596325,0.795630,0.723491
005050,0.000452,0.000454,0.658387,0.596302,0.795661,0.723476
005055,0.000452,0.000454,0.658438,0.596310,0.795738,0.723484
005060,0.000452,0.000454,0.658510,0.596328,0.795815,0.723492
005065,0.000452,0.000454,0.658571,0.596340,0.795891,0.723500
005070,0.000452,0.000454,0.658594,0.596334,0.795937,0.723493
005075,0.000451,0.000454,0.658669,0.596354,0.796031,0.723510
005080,0.000451,0.000454,0.658705,0.596353,0.796084,0.723506
005085,0.000451,0.000454,0.658725,0.596346,0.796128,0.723498
005090,0.000451,0.000454,0.658712,0.596322,0.796156,0.723483
005095,0.000451,0.000454,0.658761,0.596329,0.796224,0.723487
005100,0.000450,0.000454,0.658786,0.596323,0.796278,0.723484
005105,0.000450,0.000454,0.658796,0.596311,0.796319,0.723475
005110,0.000450,0.000454,0.658851,0.596321,0.796396,0.723484
005115,0.000450,0.000454,0.658853,0.596305,0.796427,0.723471
005120,0.000450,0.000454,0.658880,0.596301,0.796478,0.723467
005125,0.000450,0.000454,0.658851,0.596270,0.796480,0.723440
005130,0.000450,0.000454,0.658907,0.596281,0.796563,0.723452
005135,0.000449,0.000454,0.658966,0.596292,0.796652,0.723466
005140,0.000449,0.000454,0.658967,0.596277,0.796685,0.723455
005145,0.000449,0.000454,0.658988,0.596270,0.796737,0.723452
005150,0.000449,0.000454,0.659061,0.596289,0.796822,0.723464
005155,0.000449,0.000454,0.659083,0.596283,0.796868,0.723458
005160,0.000448,0.000454,0.659104,0.596277,0.796916,0.723454
005165,0.000448,0.000454,0.659131,0.596273,0.796972,0.723453
005170,0.000448,0.000454,0.659175,0.596278,0.797048,0.723462
005175,0.000448,0.000454,0.659182,0.596266,0.797090,0.723455
005180,0.000448,0.000454,0.659159,0.596240,0.797085,0.723427
005185,0.000448,0.000454,0.659189,0.596239,0.797132,0.723422
005190,0.000447,0.000454,0.659245,0.596249,0.797218,0.723435
005195,0.000447,0.000454,0.659291,0.596254,0.797287,0.723441
005200,0.000447,0.000454,0.659286,0.596237,0.797317,0.723429
005205,0.000447,0.000454,0.659311,0.596234,0.797375,0.723430
005210,0.000447,0.000454,0.659318,0.596223,0.797398,0.723415
005215,0.000446,0.000454,0.659334,0.596215,0.797449,0.723413
005220,0.000446,0.000454,0.659415,0.596236,0.797534,0.723426
005225,0.000446,0.000454,0.659400,0.596216,0.797557,0.723411
005230,0.000446,0.000562,0.659392,0.623447,0.797577,0.760442
005235,0.000446,0.000502,0.659350,0.641778,0.797529,0.779030
005240,0.000446,0.000502,0.659262,0.640831,0.797455,0.778921
005245,0.000446,0.000496,0.659238,0.642189,0.797434,0.780264
005250,0.000446,0.000499,0.659186,0.642312,0.797386,0.780414
005255,0.000447,0.000501,0.659125,0.642252,0.797322,0.780250
005260,0.000447,0.000501,0.659068,0.642252,0.797266,0.780235
005265,0.000447,0.000499,0.659057,0.642780,0.797256,0.780763
005270,0.000447,0.000497,0.659004,0.642765,0.797221,0.780897
005275,0.000447,0.000496,0.658955,0.642784,0.797174,0.780906
005280,0.000447,0.000496,0.658944,0.643101,0.797141,0.781014
005285,0.000447,0.000496,0.658863,0.642849,0.797086,0.780948
005290,0.000447,0.000495,0.658865,0.643196,0.797080,0.781222
005295,0.000447,0.000497,0.658773,0.642910,0.796981,0.780874
005300,0.000447,0.000495,0.658756,0.643093,0.796974,0.781105
005305,0.000447,0.000496,0.658647,0.642756,0.796885,0.780863
005310,0.000447,0.000495,0.658591,0.642723,0.796836,0.780854
005315,0.000447,0.000494,0.658567,0.642854,0.796827,0.781033
005320,0.000448,0.000497,0.658530,0.642907,0.796783,0.781038
005325,0.000448,0.000498,0.658429,0.642682,0.796684,0.780806
005330,0.000448,0.000497,0.658393,0.642743,0.796659,0.780898
005335,0.000449,0.000499,0.658327,0.642680,0.796586,0.780792
005340,0.000449,0.000499,0.658205,0.642416,0.796459,0.780498
005345,0.000449,0.000499,0.658119,0.642303,0.796377,0.780388
005350,0.000449,0.000498,0.658132,0.642534,0.796391,0.780611
005355,0.000449,0.000497,0.658121,0.642670,0.796378,0.780732
005360,0.000449,0.000498,0.657990,0.642414,0.796264,0.780521
005365,0.000449,0.000498,0.657895,0.642289,0.796182,0.780425
005370,0.000449,0.000498,0.657860,0.642345,0.796137,0.780444
005375,0.000449,0.000498,0.657795,0.642316,0.796088,0.780447
005380,0.000450,0.000499,0.657687,0.642169,0.795982,0.780298
005385,0.000450,0.000499,0.657611,0.642116,0.795912,0.780250
005390,0.000450,0.000499,0.657556,0.642119,0.795856,0.780242
005395,0.000450,0.000499,0.657487,0.642086,0.795784,0.780193
005400,0.000450,0.000499,0.657375,0.641951,0.795695,0.780108
005405,0.000451,0.000499,0.657335,0.641994,0.795653,0.780135
005410,0.000451,0.000499,0.657273,0.641983,0.795598,0.780134
005415,0.000451,0.000498,0.657269,0.642104,0.795604,0.780267
005420,0.000451,0.000498,0.657229,0.642139,0.795561,0.780286
005425,0.000450,0.000498,0.657285,0.642377,0.795608,0.780497
005430,0.000450,0.000497,0.657316,0.642551,0.795637,0.780661
005435,0.000450,0.000497,0.657275,0.642570,0.795585,0.780652
005440,0.000451,0.000497,0.657202,0.642524,0.795512,0.780601
005445,0.000451,0.000497,0.657129,0.642481,0.795459,0.780590
005450,0.000451,0.000497,0.657094,0.642512,0.795421,0.780609
005455,0.000451,0.000497,0.657052,0.642527,0.795404,0.780666
005460,0.000451,0.000497,0.656948,0.642430,0.795310,0.780580
005465,0.000451,0.000497,0.656830,0.642311,0.795198,0.780465
005470,0.000451,0.000498,0.656714,0.642200,0.795084,0.780351
